objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Monopoly Deal Kártyajáték","40398","0","0","0","1","0","0","0","0","0","0","0","3","","06-3","","","","54439320","6.09161","6.32225","1.3162","2649","27054","thing","Monopoly Deal Card Game","2","5","15","15","15","2014","2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Cartamundi","Hungarian","2014","Cartamundi Hungarian edition"
"Monopoly Junior","5339","0","0","0","1","0","0","0","0","0","0","0","3","","24-2","","","","53572268","4.94916","4.3659","1.1951","29595","4798","thing","Monopoly Junior","2","4","45","45","45","1990","2,3,4","3,4","5–8","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Parker Spiele","German","0","Parker German edition"
"Monopoly Kompakt","36611","0","0","0","1","0","0","0","0","0","0","0","3","","35-1","","","","53783666","5.31764","4.37281","1.5263","29513","1011","thing","Monopoly: The Portable Property Trading Game","2","6","120","120","120","2015","3,4,5,6","4,5,6","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Hasbro","German","2015","German edition 2015"
"Monopoly Milliomos","130240","0","0","0","1","0","0","0","0","0","0","0","3","","35-1","","","","53767966","5.4487","5.14717","1.7857","29072","1197","thing","Monopoly Millionaire","2","4","60","60","60","2012","3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Hasbro","Hungarian","2012","Hungarian edition"
"Monopoly: London Underground Edition","51336","0","0","0","1","0","0","0","0","0","0","0","3","","01-1","","","","59049171","0","5.57143","0","0","27","thing","Monopoly: London Underground Edition","2","6","60","60","60","2008","","","","","","","","","","standalone","","Parker Brothers; Winning Moves UK Ltd.","English","2008","English edition"
"Monopoly: Magyarország","363937","0","0","0","1","0","0","0","0","0","0","0","3","","35-1
36-1","","","","98175941","0","5.6","0","0","14","thing","Monopoly: Magyarország","2","6","0","0","0","2011","","","","","","","","","","standalone","","Hasbro","Hungarian","2011","Hungarian edition"
"Monopoly: Star Wars","183521","0","0","0","1","0","0","0","0","0","0","0","3","","35-1","","","","59816633","5.45678","5.2435","1.6364","28936","1239","thing","Monopoly: Star Wars","2","4","60","60","20","2015","2,4","4","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Hasbro","Hungarian","2015","Hungarian edition"
"Monopoly: Szélhámosok Kiadás","254617","0","0","0","1","0","0","0","0","0","0","0","3","","35-1","","","","55033511","5.37519","5.04646","1.3636","29444","2731","thing","Monopoly: Cheaters Edition","2","6","180","180","60","2018","3,4,5,6","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Hasbro","Hungarian","2018","Hungarian edition"
"Monster HR","455346","0","0","0","1","0","0","0","0","0","0","0","3","","25-4","","","","138748364","0","7.08333","2","0","16","thing","Monster HR","2","5","30","30","30","2025","2,3,4,5","4,5","","","","","","","","standalone","","Pagony játék","Hungarian","2025","Hungarian edition"
"MONSTER PARK","270271","0","0","0","1","0","0","0","0","0","0","0","3","","22-4","","","","86803065","5.50043","5.698","1","24775","72","thing","MONSTER PARK","2","4","40","40","20","2019","4","4","4+","","","","","","","standalone","","","","",""
"Monster-Bande","261265","0","0","0","1","0","0","0","0","0","0","0","3","","08-1","","","","115174214","5.52908","6.8209","1","16473","166","thing","Monster-Bande","2","8","25","25","25","2018","4,5,6,7,8","4","5–10","No necessary in-game text","","","","","","standalone","","Drei Hasen in der Abendsonne","English; French; German; Italian","2018","Multilingual edition"
"Monstermania","67041","0","0","0","1","0","0","0","0","0","0","0","3","","19-1","","","","53572278","5.50032","5.5175","1","24800","68","thing","Monstermania","2","5","15","15","15","2010","","","","","","","","","","standalone","","Piatnik","Czech; French; German; Hungarian; Slovak","2010","Multilingual first edition"
"Monumental","248125","0","0","0","1","0","0","0","0","0","0","0","3","","76-5","","","","106285294","6.37168","7.41119","2.8889","1623","4668","thing","Monumental","1","4","120","120","90","2023","1,2,3","2,3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Moons","169743","0","0","0","1","0","0","0","0","0","0","0","3","","03-2","","","","68144636","5.52553","5.77009","1.5","17325","691","thing","Moons","3","6","20","20","20","2017","3,4,5","4","8","","","","","","","standalone","","Quick Simple Fun Games","English","2017","English edition"
"Moorea","247984","0","0","0","1","0","0","0","0","0","0","0","3","","06-2","","","","83377929","5.56737","6.2253","2","11279","472","thing","Moorea","2","5","30","30","30","2018","2,3,4,5","2","8+","No necessary in-game text","","","","","","standalone","","dlp games","English; French; German","2018","English/French/German edition"
"Mosaic: A civilizáció története","329551","0","0","0","1","0","0","0","0","0","0","0","3","","76-5","","","","112992180","6.80877","7.4825","3.0345","728","8397","thing","Mosaic: A Story of Civilization","2","6","120","120","120","2023","2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2023","Hungarian edition"
"Mosómaci Almája","363482","0","0","0","1","0","0","0","0","0","0","0","3","","21-4","","","","98746128","0","0","0","0","6","thing","Mosómaci Almája","2","4","0","0","0","0","","","","","","","","","","standalone","","Keller & Mayer","Hungarian","0","Hungarian edition"
"Moving Day","400276","0","0","0","1","0","0","0","0","0","0","0","3","","32-4","","","","123481497","5.5417","6.9169","2","14072","127","thing","Moving Day","2","4","40","40","20","2024","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Czech; English; French; German; Hungarian; Slovak","2024","Multilingual edition"
"MOW","38984","0","0","0","1","0","0","0","0","0","0","0","3","","04-4","","","","53665798","5.75774","6.12753","1.0794","5211","2776","thing","MOW","2","10","15","15","15","2011","3,4,5,6","4","6+","No necessary in-game text","","","","","","standalone","","Hurrican","English; Greek; Turkish","2011","English/Greek/Turkish edition"
"Mozzaroller","331056","0","0","0","1","0","0","0","0","0","0","0","3","","17-2","","","","84245305","5.54623","6.69029","1.125","13440","201","thing","Mozzaroller","1","4","30","30","20","2021","1,2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","Piatnik","Czech; French; German; Hungarian; Polish; Slovak; Spanish","2021","Multilingual edition"
"Mr. Jack","21763","0","0","0","1","0","0","0","0","0","0","0","3","","52-3","","","","54878053","6.77141","6.96211","2.1689","783","25078","thing","Mr. Jack","2","2","30","30","30","2016","2","2","10+","No necessary in-game text","","","","","","standalone","","Hurrican","Hungarian; Italian; Romanian; Spanish","2016","Hungarian/Italian/Romanian/Spanish edition"
"Mr. Jack in New York","55427","0","0","0","1","0","0","0","0","0","0","0","3","","52-3","","","","53572294","6.50202","7.17967","2.5244","1289","5884","thing","Mr. Jack in New York","2","2","30","30","30","2009","2","2","10+","No necessary in-game text","","","","","","standalone","","Hurrican","Dutch; English; French; German; Italian; Portuguese; Spanish","2009","Multilingual edition 2009"
"Mr. Jack Pocket","72287","0","0","0","1","0","0","0","0","0","0","0","3","","52-3","","","","53665877","6.5456","6.83351","1.8239","1182","15189","thing","Mr. Jack Pocket","2","2","15","15","15","2010","2","2","8+","No necessary in-game text","","","","","","standalone","","Hurrican","Dutch; English; French; German; Spanish","2010","Multilingual edition 2010"
"MS Batory","233094","0","0","0","1","0","0","0","0","0","0","0","3","","14-1","","","","66647051","5.52462","5.96891","2","17577","278","thing","MS Batory","2","4","60","60","30","2018","2,3,4","2","","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Granna","Hungarian","2018","Hungarian edition"
"Mu Csacsi","21854","0","0","0","1","0","0","0","0","0","0","0","3","","21-3","","","","53572299","5.59653","6.14615","1.2368","9352","528","thing","Los Mampfos","2","5","20","20","20","2006","2,3,4,5","3,4","5–10","No necessary in-game text","","","","","","standalone","","Piatnik; Zoch Verlag","Hungarian","0","Hungarian edition"
"Muffin Time","286735","0","0","0","1","0","0","0","0","0","0","0","3","","04-5","","","","136916464","5.68994","6.22718","1.0303","6359","3449","thing","Muffin Time","2","8","40","40","20","2025","3,4,5,6","4,5","8+","Unplayable in another language","","","","","","standalone","","Big Potato Games; Reflexshop","Hungarian","2025","Hungarian edition"
"Műgyűjtők társasága","395375","0","0","0","1","0","0","0","0","0","0","0","3","","28-4","","","","122834386","6.58822","7.49159","1.8625","1107","5999","thing","Art Society","2","4","60","60","30","2024","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Múlt-Kor: A kocka el van vetve","291732","0","0","0","1","0","0","0","0","0","0","0","3","","15-4","","","","66187702","0","7.46154","1.6667","0","28","thing","Múlt-Kor: A kocka el van vetve","3","6","60","60","30","2019","","","","Unplayable in another language","","","","","","standalone","","Múlt-kor","Hungarian","2019","Hungarian edition"
"Multiplayer Pentago","56690","0","0","0","1","0","0","0","0","0","0","0","3","","18-5","","","","124692661","5.54772","6.19288","1.6667","13250","479","thing","Multiplayer Pentago","2","4","30","30","3","2009","2,3,4","2","6+","No necessary in-game text","","","","","","standalone","","Mindtwister USA","Dutch; English; French; German","2009","Mindtwister Multilingual edition"
"Mumusok","428269","0","0","0","1","0","0","0","0","0","0","0","3","","14-2
*","","","","132941276","0","7.95455","1.75","0","13","thing","Mumusok","2","6","45","45","15","2025","2,6","6","8","","","","","","","standalone","","Piritus Games","Hungarian","2025","Hungarian edition"
"Munchkin","1927","0","0","0","1","0","0","0","0","0","0","0","3","","04-5","","","","54674069","5.69226","5.87425","1.8161","6311","100351","thing","Munchkin","3","6","120","120","60","2022","3,4,5,6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Delta Vision Publishing","Hungarian","2022","Hungarian eighth edition"
"Munchkin Cthulhu","25071","0","0","0","1","0","0","0","0","0","0","0","3","","04-5","","","","90494923","5.88228","6.19313","1.7201","3909","13713","thing","Munchkin Cthulhu","3","6","90","90","90","2010","3,4,5,6","4,5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Delta Vision Publishing","Hungarian","2010","Hungarian edition"
"Munchkin Rick and Morty","224134","0","0","0","1","0","0","0","0","0","0","0","3","","01-5","","","","130735650","5.60744","6.30237","1.6","8829","2443","thing","Munchkin Rick and Morty","3","6","120","120","60","2017","3,4,5,6","3,4,6","16+","","","","","","","standalone","","The Op Games","English","2017","English edition"
"My City","295486","0","0","0","1","0","0","0","0","0","0","0","3","","29-5
Örök játék verzió, legacy végigjátszva","","","","96768543","7.25432","7.59348","1.9808","260","24316","thing","My City","2","4","30","30","30","2020","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","KOSMOS; Piatnik","Czech; Hungarian; Slovak","2020","Multilingual edition"
"My Forest","268184","0","0","0","1","0","0","0","0","0","0","0","3","","23-4","","","","88480854","0","6.25","0","0","10","thing","My Forest","2","4","20","20","20","2016","","","","","","","","","","standalone","","Granna","English; Hungarian; Romanian; Russian; Serbian","0","Multilingual edition"
"Mycelia","378476","0","0","0","1","0","0","0","0","0","0","0","3","","78-5","","","","124380164","6.08103","7.35425","2.4583","2699","3346","thing","Mycelia","1","4","90","90","40","2024","2,3,4","3,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Reflexshop","Hungarian","2024","Hungarian edition"
"Myrmes","126792","0","0","0","1","0","0","0","0","0","0","0","3","","79-4","","","","53766918","6.73171","7.25298","3.454","839","7203","thing","Myrmes","2","4","120","120","60","2012","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","Ystari Games","English; German","2012","English/German edition"
"Mysterium","181304","0","0","0","1","0","0","0","0","0","0","0","3","","12-3","","","","53765739","7.0552","7.19758","1.8893","435","81221","thing","Mysterium","2","7","42","42","42","2016","3,4,5,6,7","5,6","8+","No necessary in-game text","","","","","","standalone","","Libellud","German","2016","German edition 2016-1"
"Mysterium Park","301767","0","0","0","1","0","0","0","0","0","0","0","3","","12-3","","","","90494726","6.51704","7.01384","1.4375","1254","14335","thing","Mysterium Park","2","6","45","45","30","2021","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"Mysterium: Promo Cards","186293","0","0","0","1","0","0","0","0","0","0","0","3","","12-3","","","","78809000","5.85541","7.53926","1.7692","0","2140","thing","Mysterium: Promo Cards","2","7","42","42","42","2015","2,3,4,5,6,7","4,5,6","8+","No necessary in-game text","","","","","","expansion","","Libellud","(neutral)","2015","First edition"
"Mysterium: Verborgene Zeichen","192661","0","0","0","1","0","0","0","0","0","0","0","3","","12-3","","","","78809037","6.75988","7.7356","1.7317","0","13775","thing","Mysterium: Hidden Signs","2","7","42","42","42","2016","3,4,5,6,7","5,6,7","8+","No necessary in-game text","","","","","","expansion","","Libellud","German","2016","German edition"
"Na, Ki A Jani?","231674","0","0","0","1","0","0","0","0","0","0","0","3","","08-2","","","","61240607","5.50382","5.60738","1","23864","629","thing","Who's the Dude?","3","8","30","30","30","2017","5,6,7,8","6,8","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Trefl","Hungarian","2017","Hungarian edition"
"Nacho Pile","366327","0","0","0","1","0","0","0","0","0","0","0","3","","12-1","","","","138485866","5.45767","5.29931","1","28913","905","thing","Nacho Pile","2","6","20","20","20","2023","2,3,4,5,6","4","6+","","","","","","","standalone","","Pandasaurus Games","English","2023","English second small bag edition"
"Naga Raja","244191","0","0","0","1","0","0","0","0","0","0","0","3","","51-3","","","","67616537","6.36719","7.09997","2.012","1635","4806","thing","Naga Raja","2","2","30","30","30","2019","2","2","10+","No necessary in-game text","","","","","","standalone","","Hurrican","English; Hungarian; Italian; Polish","2019","English/Italian/Polish/Hungarian edition"
"A nagy western utazás: Második kiadás","341169","0","0","0","1","0","0","0","0","0","0","0","3","","82-2","","","","95190993","7.90563","8.27871","3.7023","31","23955","thing","Great Western Trail: Second Edition","1","4","150","150","75","2022","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","Delta Vision Publishing","Hungarian","2022","Hungarian edition"
"A Nagyi régi kredence","283242","0","0","0","1","0","0","0","0","0","0","0","3","","29-2","","","","92647355","5.95503","7.15856","1.8235","3393","2004","thing","The Whatnot Cabinet","1","4","30","30","20","2021","1,2,3,4","2,3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Vagabund","Hungarian","2021","Hungarian edition"
"Nagyon T-Rex!","289018","0","0","0","1","0","0","0","0","0","0","0","3","","10-3","","","","83378946","5.52409","5.69419","1","17710","2701","thing","On a Scale of One to T-Rex","2","8","15","15","15","2021","4,5,6,7,8","6","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"Naishi","423648","0","0","0","1","0","0","0","0","0","0","0","3","","56-2","","","","137116141","6.00457","7.60249","2.1471","3086","1327","thing","Naishi","2","2","20","20","20","2025","2","2","10+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Nasty Neighbors","332399","0","0","0","1","0","0","0","0","0","0","0","3","","06-4","","","","104129686","5.50295","6","1","24091","50","thing","Nasty Neighbors","2","5","40","40","15","2022","","","","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","NASTOLA Games","English","0","English edition"
"Naughty or Nice","400467","0","0","0","1","0","0","0","0","0","0","0","3","","06-5","","","","113257931","5.52378","7.44048","1.8","17792","94","thing","Naughty or Nice","2","5","45","45","20","2023","2,3,4,5","4","4+","","","","","","","standalone","","Bunnyhog Games","English; Hungarian","2023","English/Hungarian edition"
"Naughty or Nice","400467","0","0","0","1","0","0","0","0","0","0","0","3","","02-3","","","","113318383","5.52378","7.44048","1.8","17792","94","thing","Naughty or Nice","2","5","45","45","20","2023","2,3,4,5","4","4+","","","","","","","standalone","","Bunnyhog Games","English; Hungarian","2023","English/Hungarian edition"
"Navoria felfedezői","371932","0","0","0","1","0","0","0","0","0","0","0","3","","66-5","","","","129311263","6.39035","7.53061","2.2436","1576","4127","thing","Explorers of Navoria","2","4","80","80","40","2024","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"Nekojima","359029","0","0","0","1","0","0","0","0","0","0","0","3","","19-2","","","","123584349","6.22935","7.1813","1.0889","2076","4106","thing","Nekojima","1","5","30","30","15","2024","2,3,4,5","2","6+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2024","Hungarian edition"
"New York építészei","409693","0","0","0","1","0","0","0","0","0","0","0","3","","50-3","","","","135658697","6.28098","7.53424","2.5968","1891","3398","thing","Flatiron","1","2","45","45","45","2025","1,2","2","12+","No necessary in-game text","","","","","","standalone","","Vagabund","Hungarian","2025","Hungarian edition"
"New York Zoo","300877","0","0","0","1","0","0","0","0","0","0","0","3","","71-2","","","","86803583","6.6997","7.01512","1.9538","901","18013","thing","New York Zoo","1","5","60","60","30","2021","1,2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","Compaya.hu: Gamer Café Kft.; Feuerland Spiele","Hungarian","2021","Hungarian edition"
"Nézd csak! Mi változott?","162191","0","0","0","1","0","0","0","0","0","0","0","3","","24-4","","","","57223277","5.54931","6.17209","1.1667","13025","397","thing","Look!","2","6","10","10","10","2012","2,3,4,5","3","3–5","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","0","Hungarian edition"
"Niagara","13308","0","0","0","1","0","0","0","0","0","0","0","3","","59-3","","","","53572312","6.23102","6.456","1.8346","2063","11495","thing","Niagara","3","5","45","45","30","2005","3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","Zoch Verlag","English; German","2005","English/German edition 2005 with SdJ"
"Nidavellir","293014","0","0","0","1","0","0","0","0","0","0","0","3","","64-5","","","","95420328","7.2696","7.55831","2.1152","251","20268","thing","Nidavellir","2","5","45","45","45","2021","2,3,4,5","3","10+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2021","Hungarian edition"
"Nomad","351208","0","0","0","1","0","0","0","0","0","0","0","3","","71-5","","","","106127675","5.52745","7.3186","2.2857","16848","80","thing","Nomad","2","4","60","60","60","2023","2,3,4","2","10","No necessary in-game text","","","","","","standalone","","Piatnik","Czech; English; Hungarian; Slovak","2023","Multilingual edition"
"Northgard: Uncharted Lands","274124","0","0","0","1","0","0","0","0","0","0","0","3","","76-1","","","","105455366","6.51949","7.58779","2.7549","1248","4551","thing","Northgard: Uncharted Lands","2","5","90","90","45","2022","2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2022","Hungarian edition"
"Notthingham Bírája: 2. kiadás","298638","0","0","0","1","0","0","0","0","0","0","0","3","","13-1","","","","96454589","6.50737","7.21842","1.6883","1277","9959","thing","Sheriff of Nottingham: 2nd Edition","3","6","60","60","60","2021","4,5,6","5","8+","No necessary in-game text","","","","","","standalone","","CMON Global Limited; Reflexshop","Hungarian","2021","Hungarian edition"
"Nova Luna","284435","0","0","0","1","0","0","0","0","0","0","0","3","","28-2","","","","82936228","6.89354","7.26171","1.8773","619","14274","thing","Nova Luna","1","4","60","60","30","2021","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Compaya.hu: Gamer Café Kft.; Edition Spielwiese","Hungarian","2021","Hungarian edition"
"Nucleum","396790","0","0","0","1","0","0","0","0","0","0","0","3","","83-1","","","","112530165","7.45859","8.12122","4.1952","148","12792","thing","Nucleum","1","4","150","150","60","2023","1,2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","Board&Dice","English","2023","English edition"
"Nutventure","422059","0","0","0","1","0","0","0","0","0","0","0","3","","23-5","","","","138748259","0","7.33333","0","0","29","thing","Nutventure","2","4","45","45","30","2024","","","","","","","","","","standalone","","","","",""
"Nyerőleves","265524","0","0","0","1","0","0","0","0","0","0","0","3","","14-5","","","","136784367","5.77556","6.23562","1.2","4983","6307","thing","Ramen Fury","2","5","30","30","30","2020","2,3,4,5","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Gém Klub Kft.; Mixlore","Hungarian","2020","Hungarian edition"
"Nyilván","338747","0","0","0","1","0","0","0","0","0","0","0","3","","12-4","","","","95192059","5.53175","6.20948","1.25","15863","236","thing","It's Obvious","3","6","30","30","20","2022","4","4","","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.; Gigamic","Hungarian","2022","Hungarian edition"
"Nyolc Perces Birodalom","131366","0","0","0","1","0","0","0","0","0","0","0","3","","33-2","","","","53477640","6.31663","6.54519","1.6267","1779","10772","thing","Eight-Minute Empire","2","5","20","20","8","2014","2,3,4,5","3,4","8+","No necessary in-game text","","","","","","standalone","","Piatnik","Hungarian","2014","Hungarian edition"
"Nyomok sűrűjében","331059","0","0","0","1","0","0","0","0","0","0","0","3","","11-2","","","","96607723","5.87436","6.62983","1.0769","3975","2542","thing","Last Message","3","8","15","15","15","2021","3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","IELLO; Reflexshop","Hungarian","2021","Hungarian edition"
"A nyugalom tengere","288513","0","0","0","1","0","0","0","0","0","0","0","3","","03-3","","","","89784856","6.37447","6.93657","1.3465","1615","7591","thing","Tranquility","1","5","20","20","15","2021","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"A nyugati királyság építőmesterei","236457","0","0","0","1","0","0","0","0","0","0","0","3","","80-2","","","","62943193","7.51773","7.71232","2.7577","124","43607","thing","Architects of the West Kingdom","1","5","80","80","60","2019","1,2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2019","Hungarian edition"
"A Nyugati Királyság Lovagjai","266810","0","0","0","1","0","0","0","0","0","0","0","3","","80-2","","","","64656274","7.66328","7.9593","3.7143","77","32060","thing","Paladins of the West Kingdom","1","4","120","120","90","2019","1,2,3","2","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2019","Hungarian edition"
"A nyugati királyság várgrófjai","296151","0","0","0","1","0","0","0","0","0","0","0","3","","80-2","","","","75966817","7.373","7.8051","3.4549","192","21667","thing","Viscounts of the West Kingdom","1","4","90","90","60","2020","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","Reflexshop","Hungarian","2020","Hungarian edition"
"Nyúlmentő akció","13436","0","0","0","1","0","0","0","0","0","0","0","3","","22-5","","","","56438295","5.51151","5.66808","1","21514","468","thing","Hopp hopp Häschen","2","5","15","15","10","2018","2,3,4,5","3","2–8","No necessary in-game text","","","","","","standalone","","Compaya.hu: Gamer Café Kft.","Hungarian","2018","Hungarian edition"
"Óceán","232414","0","0","0","1","0","0","0","0","0","0","0","3","","78-4","","","","97833017","6.90145","7.40378","2.8494","611","13643","thing","Oceans","2","4","90","90","60","2021","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Reflexshop","Hungarian","2021","Hungarian edition"
"Oceanos","192860","0","0","0","1","0","0","0","0","0","0","0","3","","30-1","","","","53768080","6.269","6.78755","1.8375","1929","6110","thing","Oceanos","2","5","45","45","30","2016","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","IELLO","English","2016","English first edition"
"OffBeat: A ritmusjáték ami magával ragad","238529","0","0","0","1","0","0","0","0","0","0","0","3","","10-1","","","","88179962","0","5.45455","0","0","30","thing","Offbeat","2","4","20","20","10","2017","","","","","","","","","","standalone","","Keller & Mayer","Hungarian","0","Hungarian edition"
"Offboard","89951","0","0","0","1","0","0","0","0","0","0","0","3","","54-1","","","","57646853","5.57846","6.52002","2.25","10434","400","thing","Offboard","2","2","20","20","20","2011","2","2","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2011","Hungarian edition"
"Ohh...igen?","373855","0","0","0","1","0","0","0","0","0","0","0","3","","08-3","","","","137142012","0","5.79259","1","0","79","thing","Ohh...igen?","2","6","30","30","30","2022","","","","","","","","","","standalone","","Gém Klub Kft.","Hungarian","2022","Hungarian edition"
"Ohne Moos Nix Los!","1797","0","0","0","1","0","0","0","0","0","0","0","3","","I. ","","","","108822690","5.08798","4.88376","1.2199","29585","7370","thing","Pay Day","2","6","30","30","30","2014","2,3,4,5,6","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Hasbro","German","2014","Hasbro German edition 2014"
"OK Boomer!","313463","0","0","0","1","0","0","0","0","0","0","0","3","","10-5","","","","117655485","5.46336","4.64592","1","28759","417","thing","OK Boomer!","2","8","60","60","30","2020","4,6,8","4,6","16+","","","","","","","standalone","","","","",""
"Okiya","125311","0","0","0","1","0","0","0","0","0","0","0","3","","56-2
","","","","53577966","6.00426","6.54856","1.2169","3089","4424","thing","Okiya","2","2","10","10","10","2012","2","2","6+","No necessary in-game text","","","","","","standalone","","Jactalea","English; French; German; Portuguese; Spanish","0","Multilingual first edition"
"Old & New","7688","0","0","0","1","0","0","0","0","0","0","0","3","","25-2","","","","83378442","5.04902","4.79355","1.1423","29588","6420","thing","Memory","2","6","30","30","30","2020","2,3,4","2","3–16","No necessary in-game text","","","","","","standalone","","Piatnik","Czech; Dutch; English; French; German; Hungarian; Polish; Slovak","2020","Piatnik multilingual edition 2020"
"Old London Bridge","354273","0","0","0","1","0","0","0","0","0","0","0","3","","32-3","","","","94639460","5.87106","7.14467","1.8966","4012","1117","thing","Old London Bridge","2","4","45","45","45","2022","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","Piatnik; Queen Games","Hungarian","2022","Hungarian edition"
"Oltakozz okosan!","365358","0","0","0","1","0","0","0","0","0","0","0","3","","13-1","","","","96642983","0","5.8","0","0","14","thing","Oltakozz okosan!","2","6","25","25","15","2021","","","","","","","","","","standalone","","Korona Games","Hungarian","2021","Hungarian edition"
"Oltréé: Az őrszemek krónikái","293835","0","0","0","1","0","0","0","0","0","0","0","3","","62-2","","","","97811703","6.42814","7.46118","2.2371","1478","5148","thing","Oltréé","2","4","60","60","60","2022","1,2,3,4","2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2022","Hungarian edition"
"One Night Revolution","176361","0","0","0","1","0","0","0","0","0","0","0","3","","11-5","","","","53665717","5.7338","6.07468","1.8696","5575","5098","thing","One Night Revolution","3","10","15","15","15","2015","4,5,6,7,8,9,10","5,6,7","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Indie Boards & Cards","English","2015","English first edition"
"Operáció","3737","0","0","0","1","0","0","0","0","0","0","0","3","","23-1","","","","53578000","4.56432","4.17492","1.1084","29613","8950","thing","Operation","1","6","10","10","10","2011","2,3,4,5","3","5–12","No necessary in-game text","51","","","2191","Operáció","standalone","","Hasbro","Hungarian","2011","Hasbro Hungarian edition"
"Operators","254025","0","0","0","1","0","0","0","0","0","0","0","3","","13-2","","","","66159846","5.50749","6.01967","2.1667","22771","155","thing","Operators","2","10","90","90","20","2018","4,6,7,8,9,10","6,8,10","","No necessary in-game text","","","","","","standalone","","Cogitate Games","English; French; German; Hungarian; Spanish","2018","Multilingual edition"
"Origami","234469","0","0","0","1","0","0","0","0","0","0","0","3","","04-2","","","","87041619","5.80336","6.58103","1.7222","4651","2018","thing","Origami","2","4","30","30","15","2020","2,3,4","3,4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.","Hungarian","2020","Hungarian edition"
