objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"MicroMacro: Crime City – Full House","338834","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95147716","6.9718","7.65268","1.172","520","15876","thing","MicroMacro: Crime City – Full House","1","4","45","45","15","2021","1,2,3","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Middle Ages","403754","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125378800","6.40396","7.19649","2.0421","1539","4008","thing","Middle Ages","2","5","30","30","30","2024","2,3,4,5","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"The Mind","244992","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","57386304","6.60376","6.72833","1.0753","1061","65975","thing","The Mind","2","4","20","20","20","2018","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"The Mind Extreme","287607","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","67904253","5.99923","6.88792","1.3421","3118","4220","thing","The Mind Extreme","2","4","20","20","20","2019","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Mind MGMT: The Psychic Espionage “Game.”","284653","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116544764","7.1824","7.81233","2.9178","313","15439","thing","Mind MGMT: The Psychic Espionage “Game.”","1","5","60","60","60","2021","1,2,3,4,5","2,3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Misty","270443","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","73080323","5.59366","6.13288","1.0625","9478","1516","thing","Misty","2","5","15","0","15","2019","2,3,4,5","3","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Møbee","410162","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125442613","5.5207","7.53438","1.5","18666","54","thing","Møbee","2","5","15","15","5","2023","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Modern Art","118","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","47340157","7.32729","7.52076","2.2828","217","32658","thing","Modern Art","3","5","45","45","45","1992","3,4,5","4,5","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Mountain 53","136416","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","32156313","5.59644","6.26476","1.125","9353","423","thing","Mountain 53","2","5","30","30","30","2013","2,3,4,5","4","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Mumusok","428269","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133027195","0","7.95455","2","0","13","thing","Mumusok","2","6","45","45","15","2025","2,6","6","8","","","","","","","standalone","","","","",""
"Muse","234396","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","57386319","6.04297","6.58692","1.1136","2881","4972","thing","Muse","2","12","30","30","30","2017","4,5,6,7,8","4,6","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Muse: Awakenings","252776","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","57386322","5.69091","6.88398","1.125","6330","1185","thing","Muse: Awakenings","2","12","30","30","30","2018","4,5,6,7,8","6","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Mysterium","181304","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90594386","7.05508","7.19747","1.8893","434","81181","thing","Mysterium","2","7","42","42","42","2015","3,4,5,6,7","5,6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Mysterium Park","301767","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95147729","6.5172","7.01451","1.4375","1251","14326","thing","Mysterium Park","2","6","45","45","30","2020","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Mysterix","386862","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125442690","0","6.47619","1","0","64","thing","Mysterix","2","5","10","10","10","2023","","","6–10","","","","","","","standalone","","","","",""
"Mystery of the Abbey","915","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133027213","6.28253","6.5386","2.2045","1880","10593","thing","Mystery of the Abbey","3","6","90","90","60","1995","3,4,5,6","4,5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Nekojima","359029","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125442583","6.22851","7.18149","1.0889","2080","4098","thing","Nekojima","1","5","30","30","15","2023","2,3,4,5","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Next Station: London","353545","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116544558","6.92411","7.42548","1.4875","581","12064","thing","Next Station: London","1","4","30","30","25","2022","1,2,3,4","2,4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Nidavellir","293014","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90591348","7.26957","7.55848","2.1152","250","20254","thing","Nidavellir","2","5","45","45","45","2020","2,3,4,5","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Nine Tiles Panic","279869","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112053871","6.16095","6.91464","1.3125","2335","4015","thing","Nine Tiles Panic","2","5","20","20","20","2019","2,3,4,5","4,5","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"NMBR 9","217449","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112051916","6.52457","6.83352","1.2286","1230","10858","thing","NMBR 9","1","4","20","20","20","2017","1,2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Noobs in Space","376472","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116544721","5.92491","7.10261","1.6842","3598","1932","thing","Noobs in Space","3","5","15","15","15","2023","3,4,5","4","10+","Unplayable in another language","","","","","","standalone","","","","",""
"Nucleum","396790","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128456965","7.45987","8.12316","4.1956","148","12760","thing","Nucleum","1","4","150","150","60","2023","1,2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","","","",""
"One Key","263155","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","67904156","5.80395","6.48822","1.1579","4643","2407","thing","One Key","2","6","20","20","20","2019","2,3,4,5,6","3,4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Paint the Roses","253759","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116542997","6.39383","7.17398","2.4528","1563","4788","thing","Paint the Roses","2","5","70","70","50","2022","2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Paladins of the West Kingdom","266810","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90590661","7.6633","7.95945","3.714","77","32047","thing","Paladins of the West Kingdom","1","4","120","120","90","2019","1,2,3","2","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Pandemic","30549","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","24835971","7.4106","7.51933","2.3952","165","220127","thing","Pandemic","2","4","45","45","45","2008","1,2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Pandemic: Rising Tide","234671","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90591199","6.64783","7.53761","2.5513","991","6542","thing","Pandemic: Rising Tide","2","5","45","45","45","2017","1,2,3,4,5","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Panic Lab","121073","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116543131","5.73325","6.0259","1.2941","5583","4376","thing","Panic Lab","2","10","30","30","10","2012","2,3,4,5,6,7,8,9","4,5","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Papageno","299573","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90595346","5.58748","6.44068","1","9867","756","thing","Papageno","2","5","15","0","15","2020","2,3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Paris: La Cité de la Lumière","276498","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90591179","6.70362","7.23492","2.0136","889","12654","thing","Paris: La Cité de la Lumière","2","2","30","30","30","2019","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"PARKS","266524","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116544510","7.4091","7.62935","2.1195","168","52164","thing","PARKS","1","5","60","60","30","2019","1,2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Patchwork","163412","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","28646964","7.47592","7.5829","1.5997","141","118596","thing","Patchwork","2","2","30","30","15","2014","2","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Path of Civilization","385680","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129970820","6.29433","7.22727","2.7869","1842","2156","thing","Path of Civilization","1","5","120","120","60","2023","1,2,3,4,5","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Penguin Airlines","369388","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128457221","5.73386","6.90944","1.3333","5570","1108","thing","Penguin Airlines","2","8","30","30","15","2023","2,4,6,8","4,6,8","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Phantom Ink","330592","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116544790","6.4774","7.40213","1.1739","1345","5014","thing","Phantom Ink","2","8","15","15","10","2022","4,5,6,7,8","4,6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Photosynthesis","218603","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","57385948","6.77308","6.93819","2.2616","781","42240","thing","Photosynthesis","2","4","60","60","30","2017","2,3,4","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Pick Picknic","2569","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116542699","6.09375","6.59311","1.1956","2636","3936","thing","Pick Picknic","2","6","20","20","20","2001","3,4,5,6","5,6","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Pick-a-Dog","123885","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","24835902","5.74024","6.13844","1.0606","5454","3058","thing","Pick-a-Dog","1","5","15","15","15","2012","2,3,4,5","3,4","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Pictomania (Second Edition)","252526","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90593711","6.59385","7.56306","1.4464","1085","5086","thing","Pictomania (Second Edition)","3","6","40","40","20","2018","3,4,5,6","5,6","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Picture Perfect","299963","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116544588","6.21307","6.97041","1.8478","2138","4872","thing","Picture Perfect","2","4","90","90","50","2020","2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Pictures","284108","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90591284","6.56619","7.22882","1.0357","1144","6420","thing","Pictures","3","5","30","30","20","2019","3,4,5","5","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Pilvax","430962","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128456882","0","5.33333","0","0","17","thing","Pilvax","2","5","30","30","20","2024","","","","","","","","","","standalone","","","","",""
"Pit Crew","218161","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","47340142","5.70815","6.39072","1.2","5987","1181","thing","Pit Crew","2","9","30","30","15","2017","2,3,4,6,9","6","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Planet","252929","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90591136","6.29938","6.63453","1.5983","1824","11084","thing","Planet","2","4","45","45","30","2018","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Poetry for Neanderthals","312786","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","131116152","6.13145","6.65176","1.1163","2469","10478","thing","Poetry for Neanderthals","2","12","15","15","15","2020","4,5,6,7,8,9,10,12","6,8","8+","Unplayable in another language","","","","","","standalone","","","","",""
"Point Salad","274960","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102673677","6.92697","7.10385","1.1557","577","38037","thing","Point Salad","2","6","30","30","15","2019","2,3,4,5,6","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Praga Caput Regni","308765","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102674663","7.38214","7.85271","3.73","185","15988","thing","Praga Caput Regni","1","4","150","150","45","2020","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Psychic Pizza Deliverers Go to the Ghost Town","272666","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128453968","5.75496","6.74353","2","5247","1869","thing","Psychic Pizza Deliverers Go to the Ghost Town","3","5","45","45","30","2018","3,4","4","6+","","","","","","","standalone","","","","",""
"Puerto Rico","3076","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","26091940","7.75625","7.90026","3.2679","53","84166","thing","Puerto Rico","3","5","150","150","90","2002","2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Purrfect Match","396426","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128456868","5.49385","5.85968","1","26230","96","thing","Purrfect Match","2","4","30","30","20","2023","2","2","","","","","","","","standalone","","","","",""
"QE","266830","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","130702278","6.91174","7.34648","1.5489","599","11853","thing","QE","3","5","45","45","45","2019","3,4,5","5","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Quacks","244521","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","73666659","7.66908","7.8057","1.9416","75","89816","thing","Quacks","2","4","45","45","45","2018","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Quadropolis","176396","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","37920047","6.94241","7.21438","2.2014","559","18681","thing","Quadropolis","2","4","60","60","30","2016","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Quarto","681","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","24835910","6.56701","6.9015","1.8763","1142","14697","thing","Quarto","2","2","20","20","20","1991","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"The Quest for El Dorado","217372","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90590994","7.52643","7.70862","1.9425","120","50420","thing","The Quest for El Dorado","2","4","60","60","30","2017","2,3,4","2,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Quirky","233009","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116542506","5.49955","5.85484","1","24967","82","thing","Quirky","3","0","0","0","0","2017","","","","","","","","","","standalone","","","","",""
"Quoridor","624","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","26832016","6.36152","6.64678","1.8237","1644","15250","thing","Quoridor","2","4","15","15","15","1997","2,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Qwirkle","25669","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102673841","6.6134","6.77595","1.5829","1049","43096","thing","Qwirkle","2","4","45","45","45","2006","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Ra","12","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112051842","7.52797","7.69212","2.3107","119","37439","thing","Ra","2","5","60","60","45","1999","3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Rebel Princess: 2nd Edition","420017","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","133027164","5.72109","7.58918","1.75","5763","754","thing","Rebel Princess: 2nd Edition","3","6","45","45","45","2024","3,4,5,6","4","","","","","","","","standalone","","","","",""
"Rebirth","417197","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129970979","6.86097","7.75032","1.976","660","6540","thing","Rebirth","2","4","60","60","45","2024","2,3,4","3","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"The Red Cathedral","227224","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90592668","7.33216","7.66908","2.8151","216","27370","thing","The Red Cathedral","1","4","80","80","80","2020","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"The Resistance","41114","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","28428506","7.04876","7.19604","1.5911","440","68265","thing","The Resistance","5","10","30","30","30","2009","5,6,7,8,9,10","7","12+","No necessary in-game text","","","","","","standalone","","","","",""
"The Resistance: Avalon","128882","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","27808088","7.30753","7.49671","1.7364","227","52932","thing","The Resistance: Avalon","5","10","30","30","30","2012","5,6,7,8,9,10","7,8","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Rhino Hero: Super Battle","218333","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","47340126","6.70738","7.21595","1.1","880","11252","thing","Rhino Hero: Super Battle","2","4","20","20","10","2017","2,3,4","3,4","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Riff Raff","118695","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","27808091","6.16137","6.91399","1.1954","2331","2593","thing","Riff Raff","2","4","30","30","30","2012","2,3,4","3,4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Robotrick","374866","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129971004","6.03342","7.54287","1.92","2923","1480","thing","Robotrick","3","3","30","30","30","2020","3","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Roll Camera!: The Filmmaking Board Game","298102","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112052058","6.45731","7.39872","2.2133","1396","5454","thing","Roll Camera!: The Filmmaking Board Game","1","6","90","90","45","2021","1,2,3,4","3","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Rory's Story Cubes","20545","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90593301","5.92651","6.22343","1.1111","3587","11817","thing","Rory's Story Cubes","1","12","20","20","20","2005","1,2,3,4,5,6","2,3,4","4+","No necessary in-game text","","","","","","standalone","","","","",""
"Royal Visit","22245","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102673801","6.16697","6.71331","1.6687","2312","5681","thing","Royal Visit","2","2","30","30","20","2006","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Rush Out!","300521","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102674044","5.60156","6.629","1.5","9083","553","thing","Rush Out!","3","5","30","30","20","2021","3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Saboteur","9220","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90592968","6.41414","6.5407","1.3182","1515","64484","thing","Saboteur","3","10","30","30","30","2004","5,6,7,8,9,10","7,8","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Sagrada","199561","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","57386254","7.32571","7.4692","1.9185","218","77029","thing","Sagrada","1","4","45","45","30","2017","1,2,3,4","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Sail","377470","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116544575","6.62636","7.2945","2.2346","1025","10382","thing","Sail","2","2","20","20","20","2023","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"The Same Game","396542","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112055182","5.91635","7.14749","1.55","3660","1305","thing","The Same Game","3","6","45","45","30","2023","3,4,5,6","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Santorini","194655","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","47340006","7.20046","7.34045","1.7229","298","64784","thing","Santorini","2","4","20","20","20","2016","2,3","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Savannah Park","339484","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","95147767","6.23772","7.03683","1.7593","2036","4067","thing","Savannah Park","1","4","40","40","20","2021","1,2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Schotten Totten","372","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","57386032","7.06383","7.35752","1.6737","426","23615","thing","Schotten Totten","2","2","20","20","20","1999","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"SCOUT","291453","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102674241","7.58445","7.80356","1.3779","103","49222","thing","SCOUT","2","5","20","20","20","2019","3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Scythe","169786","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","36780366","7.95556","8.10862","3.4525","22","124646","thing","Scythe","1","5","115","115","115","2016","1,2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Secret Hitler","188834","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128454501","7.25546","7.49083","1.7378","259","48754","thing","Secret Hitler","5","10","45","45","45","2016","6,7,8,9,10","8,10","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Secret Identity","347112","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129970785","6.11322","7.29992","1.1786","2545","2167","thing","Secret Identity","3","8","40","40","20","2022","4,5,6,7,8","6,7,8","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Seers Catalog","415981","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129971030","5.83499","6.90918","1.9286","4340","1739","thing","Seers Catalog","2","5","45","45","30","2024","3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"SET","1198","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","24835939","6.29414","6.50663","1.6511","1844","25553","thing","SET","1","20","30","30","30","1988","1,2,3,4,5,6,7","3,4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"SETI: Search for Extraterrestrial Intelligence","418059","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","131116085","7.92434","8.39542","3.8089","27","23464","thing","SETI: Search for Extraterrestrial Intelligence","1","4","160","160","40","2024","1,2,3,4","3","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Sheriff of Nottingham","157969","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","27808094","6.91374","7.05082","1.6599","597","56250","thing","Sheriff of Nottingham","3","5","60","60","60","2014","3,4,5","5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Similo","268620","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90592696","6.47472","6.81048","1.0545","1356","22481","thing","Similo","2","8","15","15","10","2019","2,3,4,5,6","3,4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Skull","92415","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","34437123","7.0139","7.17699","1.118","471","44654","thing","Skull","3","6","45","45","15","2011","3,4,5,6","5,6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Sky Team","373106","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116544816","7.87443","8.13805","2.0387","34","53767","thing","Sky Team","2","2","20","20","20","2023","2","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Slide Quest","271785","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125376949","5.98629","6.58998","1.1429","3196","3889","thing","Slide Quest","1","4","45","45","15","2019","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Small World","40692","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","25542945","7.08916","7.19473","2.3465","399","102268","thing","Small World","2","5","80","80","40","2009","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Snowman Dice","271038","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90594633","5.59374","6.23018","1","9470","708","thing","Snowman Dice","2","4","10","10","10","2019","3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","",""
"So Clover!","329839","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","91708844","7.22076","7.59105","1.1243","281","18899","thing","So Clover!","3","6","30","30","30","2021","2,3,4,5,6","3,4","10+","Unplayable in another language","","","","","","standalone","","","","",""
"Sounds Fishy","359893","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","112054246","5.91745","6.74021","1","3652","3372","thing","Sounds Fishy","4","10","30","30","30","2022","5,6,7,8,9,10","6,7,8,9","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Spicy","299169","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","73080368","6.70635","7.15587","1.3217","886","14407","thing","Spicy","2","6","20","20","15","2020","3,4,5,6","4,5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Splendor","148228","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","28428523","7.29191","7.41878","1.7774","237","133021","thing","Splendor","2","4","30","30","30","2014","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Splendor Duel","364073","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102673831","7.5497","7.88472","2.0079","114","34094","thing","Splendor Duel","2","2","30","30","30","2022","2","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Spot it!","63268","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","24836002","6.3673","6.53211","1.0388","1631","47860","thing","Spot it!","2","8","15","15","15","2009","2,3,4,5,6,7","4,5","4+","No necessary in-game text","","","","","","standalone","","","","",""
"Spots","372559","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","125443134","6.68107","7.13244","1.2815","925","12105","thing","Spots","1","4","30","30","25","2022","2,3,4","2,3","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Sprawlopolis","251658","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","90595325","6.9728","7.27432","1.8","517","27469","thing","Sprawlopolis","1","4","20","20","15","2018","1,2","1","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Spyfall","166384","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","57385356","6.60697","6.74619","1.2305","1058","30573","thing","Spyfall","3","8","15","15","15","2014","4,5,6,7,8","6","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Stamp Swap","426796","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","128457032","5.96135","6.98348","2.2333","3342","2562","thing","Stamp Swap","1","5","60","60","20","2024","1,2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Stella: Dixit Universe","329845","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102674410","6.65544","7.29195","1.1649","976","8750","thing","Stella: Dixit Universe","3","6","30","30","30","2021","3,4,5,6","5,6","6+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Stew","242324","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","67904243","5.81619","6.60734","1.1905","4506","2499","thing","Stew","2","4","20","20","10","2018","2,3","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Stick Collection","351809","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129971084","5.56294","6.37265","1","11639","392","thing","Stick Collection","2","5","20","0","20","2021","2,3,4,5","4,5","","","","","","","","standalone","","","","",""
