objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
"Lockup: A Roll Player Tale","240855","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137468121","6.4713","7.33935","2.4286","1361","5220","thing","Lockup: A Roll Player Tale","1","5","90","90","45","2019","1,2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Lone Wolves","422374","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137468171","5.96541","7.68332","1.9259","3317","1545","thing","Lone Wolves","2","2","15","15","15","2024","2","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Looot","410991","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137468139","6.24797","7.06982","2.0896","1995","2889","thing","Looot","2","4","35","35","35","2024","2,3,4","2,3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Lost in Adventure: The Labyrinth","422178","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137468154","5.51799","6.45","2","19441","156","thing","Lost in Adventure: The Labyrinth","1","6","90","90","90","2024","1,2","1","","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Luna Maris","319392","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137468162","5.89515","7.68708","3.5079","3821","1180","thing","Luna Maris","1","4","120","120","30","2022","1,2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Mage Knight: Ultimate Edition","248562","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137468181","7.96777","8.84838","4.6587","0","20268","thing","Mage Knight: Ultimate Edition","1","5","150","150","150","2018","1,2,3","1","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Magic Keys","368899","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137461616","5.71422","7.26335","1.0833","5886","696","thing","Magic Keys","2","4","30","30","20","2022","2,3,4","3,4","4+","No necessary in-game text","","","","","","standalone","","","","",""
"Mandragora","328535","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137468231","5.5707","6.52386","1.3333","10991","654","thing","Mandragora","2","4","30","30","25","2021","2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"MANTIS: Grab & Game","430592","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137468255","5.51667","6.38111","1","19866","216","thing","MANTIS: Grab & Game","2","4","10","10","10","2024","2","2","","No necessary in-game text","","","","","","standalone","","","","",""
"Maracaibo","276025","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137468335","7.64882","7.95969","3.9121","84","24458","thing","Maracaibo","1","4","120","120","30","2019","1,2,3,4","3","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Marching Through Georgia","12629","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137464983","5.51362","6.23276","2.8333","20820","328","thing","Marching Through Georgia","2","2","240","240","240","1990","2","2","16+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Marvel Dice Throne","348406","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137464651","6.92728","7.9799","2.1525","0","9458","thing","Marvel Dice Throne","2","6","40","40","20","2022","2,3,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"The Massive-Verse Fighting Card Game","396706","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137468365","5.54316","7.06364","1","13855","131","thing","The Massive-Verse Fighting Card Game","2","2","10","10","5","2025","","","","","","","","","","standalone","","","","",""
"Master Dater","360377","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137468918","5.53977","6.29934","1","14361","540","thing","Master Dater","3","6","45","45","20","2022","4,5,6","6","","","","","","","","standalone","","","","",""
"Meadow","314491","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137722328","7.33555","7.70877","2.2525","213","24536","thing","Meadow","1","4","90","90","60","2021","1,2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Medieval Academy","392448","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469005","5.58837","6.87787","1.4286","9814","280","thing","Medieval Academy","1","5","45","45","30","2023","3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Messina 1347","238799","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469025","6.73012","7.50896","3.599","841","6994","thing","Messina 1347","1","4","140","140","60","2021","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Metropolisz","412865","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469028","6.4289","7.64971","1.9592","1474","3494","thing","Foundations of Metropolis","2","4","60","60","60","2025","2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Middle Ages","403754","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137467870","6.40846","7.19693","2.0521","1529","4030","thing","Middle Ages","2","5","30","30","30","2024","2,3,4,5","3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Million Dollar Script","304336","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469048","5.49284","5.43396","1","26438","380","thing","Million Dollar Script","3","10","60","60","45","2021","5,6,7,8,9,10","7","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"The Mind","244992","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721024","6.60295","6.72766","1.0753","1063","66088","thing","The Mind","2","4","20","20","20","2018","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Mind Up!","377515","0","0","0","1","1","0","0","0","0","0","0","1","","Angol is","","","","137469051","5.91069","6.71759","1.1923","3698","2049","thing","Mind Up!","3","6","20","20","15","2023","3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"MLEM: Space Agency","387378","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469076","6.62699","7.16461","1.6947","1026","9234","thing","MLEM: Space Agency","2","5","60","60","30","2024","3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Mojo","395846","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469089","5.5754","5.91818","1.125","10639","664","thing","Mojo","3","8","30","30","30","2023","2,3,4,5","2,4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Monkey Palace","412911","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137468058","6.22445","7.17764","2.0182","2093","5598","thing","Monkey Palace","2","4","45","45","45","2024","2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Monolyth","373759","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469097","5.74826","7.03034","1.4","5344","889","thing","Monolyth","1","4","30","30","30","2022","1,2,3,4","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"MonsDRAWsity: Cute Creatures","325562","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469107","5.59139","7.44727","1","0","681","thing","MonsDRAWsity: Cute Creatures","3","9","30","30","5","2020","4,5,6,7,8,9","4","6+","No necessary in-game text","","","","","","expansion","","","","",""
"Monster Soup","316972","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469112","5.51457","6.12206","1","20530","183","thing","Monster Soup","1","4","15","15","15","2020","2,3,4","2,3","4–10","","","","","","","standalone","","","","",""
"Monumental","248125","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469118","6.37089","7.40965","2.8889","1623","4668","thing","Monumental","1","4","120","120","90","2020","1,2,3","2,3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Mosaic: A Story of Civilization","329551","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469124","6.80817","7.48099","3.0345","727","8424","thing","Mosaic: A Story of Civilization","2","6","120","120","120","2022","2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Motto","182284","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469131","5.49521","5.35797","1.25","25990","75","thing","Motto","2","4","30","30","20","2015","2,3,4","2,3","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Movie Tricks","442512","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469138","5.56447","6.91781","1.4","11509","262","thing","Movie Tricks","2","5","30","30","20","2025","2,3,4,5","3,4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Murder Mystery Party Case File Puzzles: The Art of Murder","382472","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469190","0","6.68182","0","0","63","thing","Murder Mystery Party Case File Puzzles: The Art of Murder","1","6","0","0","0","2021","","","","","","","","","","standalone","","","","",""
"Murder Mystery Party Case Files: Underwood Cellars","324461","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469196","5.52073","6.2859","2","18671","278","thing","Murder Mystery Party Case Files: Underwood Cellars","1","99","180","180","180","2020","1,2,3","2","","","","","","","","standalone","","","","",""
"Murder Mystery Party: Murder On The Underground","377624","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469177","0","7.33333","0","0","44","thing","Murder Mystery Party: Murder On The Underground","1","4","180","180","180","2022","","","","","","","","","","standalone","","","","",""
"Murder Mystery Party: Pasta, Passion & Pistols","6449","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469182","5.50668","5.94625","2","23045","289","thing","Murder Mystery Party: Pasta, Passion & Pistols","6","8","180","180","180","1995","","","21 and up","","","","","","","standalone","","","","",""
"Mysterium","181304","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469217","7.05586","7.19746","1.8893","433","81270","thing","Mysterium","2","7","42","42","42","2015","3,4,5,6,7","5,6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Mysterium Park","301767","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469227","6.5173","7.01402","1.4375","1251","14344","thing","Mysterium Park","2","6","45","45","30","2020","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Mythicals","431304","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469073","5.58493","6.30588","1.4","10030","461","thing","Mythicals","2","2","15","15","15","2025","2","2","8","No necessary in-game text","","","","","","standalone","","","","",""
"Na ne már!","387763","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469230","5.76265","6.86854","1.0833","5146","1146","thing","How Dare You?","2","10","15","15","15","2025","2,3,4,5,6,7,8,9","4,5,6,7","10+","Unplayable in another language","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"A nagy western utazás: Argentína","364011","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137374526","7.35418","8.2317","3.9179","205","9104","thing","Great Western Trail: Argentina","1","4","150","150","75","2022","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","Delta Vision Publishing; eggertspiele","Hungarian","2022","Hungarian edition"
"A nagy western utazás: Második kiadás","341169","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137374518","7.90651","8.27847","3.7023","31","23990","thing","Great Western Trail: Second Edition","1","4","150","150","75","2022","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","Delta Vision Publishing","Hungarian","2022","Hungarian edition"
"Naishi","423648","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469246","6.01159","7.6007","2.1471","3036","1357","thing","Naishi","2","2","20","20","20","2024","2","2","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Narcos: The Board Game","253106","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469255","5.92553","7.05785","2.9333","3596","2342","thing","Narcos: The Board Game","2","5","100","100","75","2018","2,3","2,3","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Nassau","409005","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469262","5.67743","7.37005","3.1538","6649","746","thing","Nassau","2","4","120","120","90","2024","2,3","2,3","12+","","","","","","","standalone","","","","",""
"Nations","126042","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469275","7.25034","7.59422","3.5401","262","13167","thing","Nations","1","5","200","200","40","2013","1,2,3,4,5","3,4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Nations: The Dice Game","157809","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469278","6.51958","6.93044","2.0041","1247","6337","thing","Nations: The Dice Game","1","4","40","40","20","2014","1,2,3,4","2,3","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Nekojima","359029","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469284","6.23343","7.17783","1.0889","2055","4110","thing","Nekojima","1","5","30","30","15","2023","2,3,4,5","2","6+","No necessary in-game text","","","","","","standalone","","","","",""
"Nekojima: Torii Pack","422039","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469287","0","7.63043","0","0","307","thing","Nekojima: Torii Pack","1","5","0","0","0","2024","","","","","","","","","","expansion","","","","",""
"Nem mondod!","423533","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469292","5.52444","6.24022","1","17608","163","thing","Captain Obvious","3","10","60","60","30","2025","4,5,6,7,8,9,10","5","10+","","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Nemesis","167355","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469299","7.95073","8.25329","3.4876","23","48602","thing","Nemesis","1","5","180","180","90","2018","1,2,3,4,5","4,5","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Nemesis: Lockdown","310100","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469305","7.513","8.26462","3.9029","126","18967","thing","Nemesis: Lockdown","1","5","180","180","90","2022","1,2,3,4,5","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Next Station: London","353545","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137467835","6.92453","7.42489","1.4875","580","12114","thing","Next Station: London","1","4","30","30","25","2022","1,2,3,4","2,4","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Next Station: Paris","403116","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137467857","6.20799","7.33868","1.7222","2155","2719","thing","Next Station: Paris","1","4","30","30","25","2024","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Next Station: Paris – Sports","420869","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137467859","5.5282","7.38857","0","0","344","thing","Next Station: Paris – Sports","1","4","30","30","25","2024","","","","","","","","","","expansion","","","","",""
"Next Station: Tokyo","380165","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469312","6.32166","7.16157","1.8235","1760","4172","thing","Next Station: Tokyo","1","4","30","30","25","2023","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Ni Plus Ni Moins","421919","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469321","0","6","0","0","13","thing","Ni Plus Ni Moins","3","10","15","15","15","2024","","","","","","","","","","standalone","","","","",""
"Not That Movie!","299180","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469338","5.57363","6.6675","1.2","10773","285","thing","Not That Movie!","2","7","20","20","20","2022","3,4,5,6,7","5,6","12+","","","","","","","standalone","","","","",""
"Nova Roma","370789","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469343","6.23575","7.67308","3.25","2045","2255","thing","Nova Roma","1","4","120","120","60","2024","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Number Drop","337784","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469354","5.62409","6.12599","1.5385","8112","901","thing","Number Drop","1","6","20","20","20","2021","1,2,3,4,5,6","1","10+","No necessary in-game text","","","","","","standalone","","","","",""
"A nyugalom tengere","288513","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137374551","6.37471","6.93728","1.3465","1616","7603","thing","Tranquility","1","5","20","20","15","2021","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","Gém Klub Kft.","Hungarian","2021","Hungarian edition"
"A nyugati királyság építőmesterei","236457","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137374559","7.51698","7.71223","2.7579","124","43630","thing","Architects of the West Kingdom","1","5","80","80","60","2019","1,2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2019","Hungarian edition"
"A Nyugati Királyság Lovagjai","266810","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137374570","7.66255","7.95956","3.7143","78","32076","thing","Paladins of the West Kingdom","1","4","120","120","90","2019","1,2,3","2","14+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","Reflexshop","Hungarian","2019","Hungarian edition"
"Oath","291572","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137469383","7.16594","7.72681","4.117","329","19932","thing","Oath","1","6","150","150","45","2021","3,4,5","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Ohh...igen?","373855","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137467411","0","5.79259","1","0","79","thing","Ohh...igen?","2","6","30","30","30","2022","","","","","","","","","","standalone","","","","",""
"Oltréé: Az őrszemek krónikái","293835","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469547","6.42787","7.46103","2.2371","1476","5162","thing","Oltréé","2","4","60","60","60","2022","1,2,3,4","2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","Gém Klub Kft.","Hungarian","2022","Hungarian edition"
"On a Scale of One to T-Rex","289018","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469240","5.52309","5.69467","1","17996","2703","thing","On a Scale of One to T-Rex","2","8","15","15","15","2019","4,5,6,7,8","6","6+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"One of Us","406859","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469572","0","5.34679","1","0","87","thing","One of Us","3","7","20","20","20","2024","3,4,5,6,7","6","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"ORIGINE","435625","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469587","0","6.66667","0","0","15","thing","ORIGINE","2","4","30","30","20","2025","","","","","","","","","","standalone","","","","",""
"Out of Sock","424374","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137469601","0","5.72727","0","0","11","thing","Out of Sock","2","4","15","15","15","2024","","","","","","","","","","standalone","","","","",""
"Pan Am","303057","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469614","7.02983","7.5295","2.4122","456","16782","thing","Pan Am","2","4","60","60","60","2020","2,3,4","3,4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Panda Spin","417323","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721618","6.05555","7.0774","2.0571","2826","2419","thing","Panda Spin","2","5","40","40","25","2024","2,3,4,5","4","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Pandemic Legacy: Season 0","314040","0","0","0","1","1","0","0","0","0","0","0","3","","magyar","hiánytalan","","","138485413","7.73947","8.34675","3.1648","57","20163","thing","Pandemic Legacy: Season 0","2","4","60","60","45","2020","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Pandemic Legacy: Season 2","221107","0","0","0","1","1","0","0","0","0","0","0","3","","2db (1 angol, 1 magyar)","","","","138485406","7.69702","8.01746","3.242","70","34338","thing","Pandemic Legacy: Season 2","2","4","60","60","60","2017","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Pandemic: Rapid Response","280789","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137471697","6.0745","6.55286","2.125","2722","9366","thing","Pandemic: Rapid Response","2","4","20","20","20","2019","2,3,4","2","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Pandemic: Róma bukása","260428","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137471684","7.03498","7.59756","2.491","452","13018","thing","Fall of Rome","1","5","60","60","45","2018","1,2,3,4,5","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","Gém Klub Kft.; Z-Man Games","Hungarian","2018","Hungarian edition"
"Paper Dungeons: A Dungeon Scrawler Game","291962","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137471739","6.43005","7.12409","2.1233","1471","7841","thing","Paper Dungeons: A Dungeon Scrawler Game","1","8","30","30","30","2020","1,2,3,4,5,6","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Paranormal Detectives","280136","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721381","6.2713","6.94555","1.6735","1918","6162","thing","Paranormal Detectives","2","6","50","50","30","2019","3,4,5,6","4,5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Party Bugs","245700","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137471765","5.54728","6.26642","1.2","13295","434","thing","Party Bugs","2","6","15","15","15","2018","3,4,5,6","4","6+","","","","","","","standalone","","","","",""
"Pass Pass","378616","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137471781","5.52772","6.24802","2","16803","243","thing","Pass Pass","3","6","30","30","20","2023","3,4,5,6","4,5","10+","No necessary in-game text","","","","","","standalone","","","","",""
"Pawvocados","426449","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137471798","0","7","0","0","10","thing","Pawvocados","2","6","15","15","15","2023","","","","","","","","","","standalone","","","","",""
"The Peak Team","430726","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137721038","5.60743","7.51157","2.6667","8818","394","thing","The Peak Team","1","5","60","60","60","2025","3,4,5","4,5","6–10","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","",""
"Peek-a-Mouse","319754","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137465010","5.65188","7.14053","1","7257","789","thing","Peek-a-Mouse","2","6","20","20","20","2020","2,3,4,5","4","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Penguin Airlines","369388","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137471865","5.73409","6.9096","1.3333","5571","1110","thing","Penguin Airlines","2","8","30","30","15","2023","2,4,6,8","4,6,8","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Pergola","424573","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137471811","6.15274","7.33181","2","2364","2873","thing","Pergola","1","4","60","60","45","2025","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Perspectives","400995","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137471822","6.17581","7.65087","1.8636","2274","2490","thing","Perspectives","2","6","90","90","60","2023","2,3,4","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Perudo","45","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137471827","6.72392","6.92808","1.2505","852","23253","thing","Perudo","2","10","30","30","15","1800","3,4,5,6,7","5,6","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Pets! On Board","426085","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137471835","0","6.52083","0","0","25","thing","Pets! On Board","2","4","5","5","5","2024","","","","","","","","","","standalone","","","","",""
"Phantom Ink","330592","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","137720272","6.48136","7.40192","1.1739","1335","5032","thing","Phantom Ink","2","8","15","15","10","2022","4,5,6,7,8","4,6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Pictomania (Second Edition)","252526","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137719969","6.59249","7.56113","1.4464","1090","5091","thing","Pictomania (Second Edition)","3","6","40","40","20","2018","3,4,5,6","5,6","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Piles! A Fast-Paced Free-For-All","400752","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137464278","5.64286","6.8867","1","7509","1181","thing","Piles! A Fast-Paced Free-For-All","2","8","10","10","10","2023","3,4,5,6,7,8","4,5,6","6","","","","","","","standalone","","","","",""
"Pillepopók","394430","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137471853","5.56254","6.43392","1.2","11690","874","thing","Arschmallows","2","6","45","45","15","2025","2,3,4,5,6","4,5","8","","","","","","","standalone","","Gém Klub Kft.","Hungarian","2025","Hungarian edition"
"Pim Pam Pum","381836","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137471858","5.50779","6.02394","1","22686","124","thing","Pim Pam Pum","2","5","15","15","15","2023","5","5","3–6","No necessary in-game text","","","","","","standalone","","","","",""
"Pirate Tails","386834","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137471876","5.51738","7.15","1","19616","102","thing","Pirate Tails","2","5","30","30","15","2023","3,4","4","","No necessary in-game text","","","","","","standalone","","","","",""
"Pizza Party","144579","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137471899","5.4616","5.29325","1","28834","1339","thing","Pizza Party","2","2","10","10","5","2013","2","2","5+","No necessary in-game text","","","","","","standalone","","","","",""
"Pocket Cats","402126","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137471910","5.59871","6.12567","1.5263","9231","393","thing","Pocket Cats","2","2","15","15","15","2024","2","2","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Pocket Paragons","297673","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137472549","5.56202","7.03714","1.75","11731","236","thing","Pocket Paragons","2","2","15","15","3","2020","1,2","2","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Porca Miseria","7715","0","0","0","1","1","0","0","0","0","0","0","1","","","","","","137472561","5.48408","4.8902","1","27606","183","thing","Porca Miseria","3","8","30","30","30","1999","4,5,6,7,8","4,5,6,7,8","","","","","","","","standalone","","","","",""
"Power Grid","2651","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137469235","7.68408","7.80022","3.2487","73","85227","thing","Power Grid","2","6","120","120","120","2004","3,4,5,6","4,5","12+","No necessary in-game text","","","","","","standalone","","","","",""
"Power Hungry Pets","411404","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137463676","5.74837","6.96388","1.1429","5339","1937","thing","Power Hungry Pets","2","6","15","15","15","2024","3,4,5,6","4,5","8+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","",""
"Praga Caput Regni","308765","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137472575","7.38069","7.85248","3.73","185","16018","thing","Praga Caput Regni","1","4","150","150","45","2020","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","",""
"The Princes of Florence","555","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137472580","7.20979","7.49568","3.2413","293","18240","thing","The Princes of Florence","1","5","100","100","75","2000","3,4,5","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","",""
"Project L","260180","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137472587","7.10746","7.45723","1.5534","378","21927","thing","Project L","1","4","40","40","20","2020","1,2,3,4","2,3","8+","No necessary in-game text","","","","","","standalone","","","","",""
"Pueblo","3228","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","137472594","6.3701","6.97476","2.2371","1624","4323","thing","Pueblo","2","4","60","60","60","2002","2,3,4","3,4","10+","No necessary in-game text","","","","","","standalone","","","","",""
